School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Blair Oaks,35.76,17.6,53.36,1,5,1
Cardinal Ritter,25.91,19.94,45.85,3,4,2
Valle Catholic,21.35,20.49,41.84,4,3,3
Odessa,18.46,22.85,41.3,5,2,4
Lutheran North,16.75,24.4,41.16,6,1,5
St. Mary's South Side,28.83,11.63,40.46,2,10,6
Maryville,13.74,13.94,27.68,8,7,7
Kennett,15.62,11.43,27.05,7,11,8
St. Clair,12.66,12.18,24.84,9,8,9
Centralia,5.48,17.48,22.96,20,6,10
Cassville,12.15,8.87,21.02,10,14,11
Southern Boone,8.91,12.06,20.97,13,9,12
Central (Park Hills),9.75,8.23,17.97,12,17,13
St. Francis Borgia,6.26,11.28,17.54,19,12,14
Summit Christian Academy,6.98,8.65,15.64,16,15,15
Oak Grove,6.35,6.28,12.63,18,18,16
Boonville,3.05,9.04,12.09,24,13,17
Richmond,10.27,0.86,11.13,11,24,18
Ste. Genevieve,8.47,-0.66,7.82,14,29,19
Owensville,3.55,4.27,7.81,23,20,20
Buffalo,7.88,-1.92,5.96,15,31,21
California,-0.8,6.04,5.24,29,19,22
Mt. Vernon,-6.05,8.42,2.37,34,16,23
Cameron,5.31,-3.96,1.35,21,34,24
Pleasant Hill,1.56,-0.57,0.99,26,27,25
Aurora,-0.44,0.24,-0.2,28,25,26
Pembroke Hill,0.02,-0.38,-0.36,27,26,27
Macon,3.68,-4.42,-0.74,22,35,28
Priory,6.35,-11.71,-5.36,17,42,29
Ava,-4.54,-1.31,-5.84,31,30,30
Potosi,-9.39,3.51,-5.88,38,21,31
Salem,-5.4,-0.57,-5.97,33,28,32
Mountain Grove,-9.58,2.55,-7.04,39,22,33
Hollister,-8.79,0.9,-7.88,37,23,34
Reeds Spring,-4.96,-3.0,-7.96,32,32,35
Seneca,-8.27,-5.36,-13.63,36,36,36
Dexter,-10.21,-3.51,-13.72,41,33,37
Chillicothe,-3.88,-10.59,-14.47,30,41,38
Osage,2.86,-17.65,-14.78,25,48,39
Orchard Farm,-6.12,-12.36,-18.48,35,43,40
Fredericktown,-9.65,-9.81,-19.45,40,40,41
Knob Noster,-12.62,-8.86,-21.49,42,39,42
Benton,-18.53,-7.65,-26.17,46,38,43
St. James,-19.93,-6.71,-26.64,48,37,44
Eldon,-14.18,-16.58,-30.76,44,47,45
Central (Kansas City),-16.01,-14.83,-30.84,45,46,46
Wright City,-18.71,-12.77,-31.48,47,44,47
Southeast,-19.99,-14.8,-34.79,49,45,48
Clinton,-13.14,-29.91,-43.05,43,52,49
Herculaneum,-26.28,-20.74,-47.02,51,49,50
Winfield,-23.99,-24.71,-48.69,50,50,51
Northeast (Kansas City),-30.94,-29.62,-60.55,52,51,52
